#WEBOTS_MOTION,V1.0,HeadPitch,HeadYaw,LAnkleRoll,RAnkleRoll,LAnklePitch,RAnklePitch,LKneePitch,RKneePitch,LElbowRoll,RElbowRoll,LElbowYaw,RElbowYaw,LWristYaw,RWristYaw,LShoulderRoll,RShoulderRoll,LShoulderPitch,RShoulderPitch,LHipRoll,RHipRoll,LHipPitch,RHipPitch,RHipYawPitch,LHipYawPitch,LPhalanx1,LPhalanx2,LPhalanx3,LPhalanx4,LPhalanx5,LPhalanx6,LPhalanx7,LPhalanx8,RPhalanx1,RPhalanx2,RPhalanx3,RPhalanx4,RPhalanx5,RPhalanx6,RPhalanx7,RPhalanx8
00:05:120,Pose129,*,*,*,*,*,*,*,*,*,0.4,0.6,-0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:160,Pose130,*,*,*,*,*,*,*,*,*,0.35,0.5,-0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:200,Pose131,*,*,*,*,*,*,*,*,*,0.3,0.4,-0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:240,Pose132,*,*,*,*,*,*,*,*,*,0.25,0.3,-0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:280,Pose133,*,*,*,*,*,*,*,*,*,0.2,0.2,-0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:320,Pose134,*,*,*,*,*,*,*,*,*,0.1,0.1,-0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:360,Pose135,*,*,*,*,*,*,*,*,*,*,0,-0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:400,Pose136,*,*,*,*,*,*,*,*,*,*,-0.1,-0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:440,Pose137,*,*,*,*,*,*,*,*,*,*,-0.2,-0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:480,Pose138,*,*,*,*,*,*,*,*,*,*,-0.3,-0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:520,Pose139,*,*,*,*,*,*,*,*,*,*,-0.4,-0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:560,Pose140,*,*,*,*,*,*,*,*,*,*,-0.5,-0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:600,Pose141,*,*,*,*,*,*,*,*,*,*,-0.6,-0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:640,Pose142,*,*,*,*,*,*,*,*,*,*,-0.7,-0.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:680,Pose143,*,*,*,*,*,*,*,*,*,*,-0.8,-0.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:720,Pose144,*,*,*,*,*,*,*,*,*,*,-0.9,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:760,Pose145,*,*,*,*,*,*,*,*,*,*,-1,0.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:05:800,Pose146,*,*,*,*,*,*,*,*,*,*,-1.1,0.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
00:05:840,Pose147,*,*,*,*,*,*,*,*,*,*,-1.2,0.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
00:05:880,Pose148,*,*,*,*,*,*,*,*,*,*,-1.3,0.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
00:05:920,Pose149,*,*,*,*,*,*,*,*,*,*,-1.35,0.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
00:05:960,Pose150,*,*,*,*,*,*,*,*,*,*,*,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
00:06:000,Pose151,*,*,*,*,*,*,*,*,*,*,*,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
00:06:040,Pose152,*,*,*,*,*,*,*,*,*,*,*,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
00:06:080,Pose153,*,*,*,*,*,*,*,*,*,*,*,0.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
00:06:120,Pose154,*,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
00:06:160,Pose155,*,*,*,*,*,*,*,*,*,*,*,1.1,*,*,*,*,0.6528,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
00:06:200,Pose156,*,*,*,*,*,*,*,*,*,*,*,1.2,*,*,*,*,0.6128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
00:06:240,Pose157,*,*,*,*,*,*,*,*,*,*,*,1.3,*,*,*,*,0.5728,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
00:06:280,Pose158,*,*,*,*,*,*,*,*,*,*,*,1.35,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
00:06:320,Pose159,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
00:06:360,Pose160,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
00:06:400,Pose161,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
00:06:440,Pose162,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
00:06:480,Pose163,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
00:06:520,Pose164,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
00:06:560,Pose165,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,1,1,1,1,1,1
00:06:600,Pose166,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:640,Pose167,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:680,Pose168,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.6528,0.6528,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:720,Pose169,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.6128,0.6128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:760,Pose170,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.5728,0.5728,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:800,Pose171,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:840,Pose172,*,*,*,*,*,*,*,*,*,*,*,*,*,*,-0.31,0.31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:880,Pose173,*,*,*,*,*,*,*,*,*,*,*,*,*,*,-0.292,0.292,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:920,Pose174,*,*,*,*,*,*,*,*,-0.06,0.06,*,*,*,*,-0.292,0.292,0.5328,0.5328,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:06:960,Pose175,*,*,*,*,*,*,*,*,-0.13,0.13,*,*,*,*,-0.256,0.256,0.5728,0.5728,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,1,1,1,1,1,1
00:07:000,Pose176,0.3,*,*,*,*,*,*,*,-0.2,0.2,*,*,*,*,-0.22,0.22,0.6128,0.6128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
00:07:040,Pose177,0.275,*,*,*,*,*,*,*,-0.27,0.27,*,*,*,*,-0.184,0.184,0.6528,0.6528,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
00:07:080,Pose178,0.25,*,*,*,*,*,*,*,-0.34,0.34,*,*,*,*,-0.148,0.148,0.6928,0.6928,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
00:07:120,Pose179,0.225,*,*,*,*,*,*,*,-0.41,0.41,*,*,*,*,-0.112,0.112,0.7328,0.7328,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
00:07:160,Pose180,0.2,*,*,*,*,*,*,*,-0.48,0.48,*,*,*,*,-0.076,0.076,0.7728,0.7728,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
00:07:200,Pose181,0.175,*,*,*,*,*,*,*,-0.55,0.55,*,*,*,*,-0.04,0.04,0.8128,0.8128,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
00:07:240,Pose182,0.15,*,*,*,*,*,*,*,-0.62,0.62,*,*,*,*,-0.004,0.004,0.8528,0.8528,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
00:07:280,Pose183,0.125,*,*,*,*,*,*,*,-0.69,0.69,*,*,*,*,0.032,-0.032,0.8928,0.8928,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
00:07:320,Pose184,0.1,*,*,*,*,*,*,*,-0.76,0.76,*,*,*,*,0.068,-0.068,0.9328,0.9328,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55
00:07:360,Pose185,0.075,*,*,*,*,*,*,*,-0.83,0.83,*,*,*,*,0.104,-0.104,0.9728,0.9728,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
00:07:400,Pose186,0.05,*,*,*,*,*,*,*,-0.9,0.9,*,*,*,*,0.14,-0.14,1.0128,1.0128,*,*,*,*,-1.145,-1.145,*,*,*,*,*,*,*,*,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
00:07:440,Pose187,0.025,*,*,*,*,*,*,*,-0.97,0.97,*,*,*,*,0.176,-0.176,1.0528,1.0528,*,*,*,*,-1.13,-1.13,*,*,*,*,*,*,*,*,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
00:07:480,Pose188,0,*,*,*,*,0.6,*,*,-1.04,1.04,*,*,*,*,0.212,-0.212,1.0928,1.0928,*,*,*,*,-1.08,-1.08,*,*,*,*,*,*,*,*,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
00:07:520,Pose189,-0.025,*,*,*,*,0.64,*,*,-1.11,1.11,*,*,*,*,0.248,-0.248,1.1328,1.1328,*,*,*,*,-1.03,-1.03,*,*,*,*,*,*,*,*,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
00:07:560,Pose190,-0.05,*,*,*,*,0.68,*,*,-1.18,1.18,*,*,*,*,0.32,-0.32,1.1728,1.1728,*,*,*,*,-0.98,-0.98,*,*,*,*,*,*,*,*,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
00:07:600,Pose191,-0.075,*,*,*,*,0.72,*,*,-1.25,1.25,*,*,*,*,0.356,-0.356,1.2128,1.2128,*,*,*,*,-0.93,-0.93,*,*,*,*,*,*,*,*,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
00:07:640,Pose192,-0.1,*,*,*,*,0.76,*,*,-1.32,1.32,*,*,*,*,0.392,-0.392,1.2528,1.2528,*,*,*,*,-0.88,-0.88,*,*,*,*,*,*,*,*,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
00:07:680,Pose193,-0.125,*,*,*,*,0.8,*,*,-1.39,1.39,*,*,0.1,-0.1,0.428,-0.428,1.2928,1.2928,*,*,*,*,-0.83,-0.83,*,*,*,*,*,*,*,*,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
00:07:720,Pose194,-0.15,*,*,*,*,*,*,*,-1.46,1.46,*,*,0.2,-0.2,0.464,-0.464,1.3328,1.3328,*,*,*,*,-0.78,-0.78,*,*,*,*,*,*,*,*,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
00:07:760,Pose195,-0.175,*,*,*,*,*,*,*,-1.53,1.53,*,*,*,*,0.5,-0.5,1.3728,1.3728,*,*,*,*,-0.73,-0.73,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0
00:07:800,Pose196,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:07:840,Pose197,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:07:880,Pose198,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:07:920,Pose199,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:07:960,Pose200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:000,Pose201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:040,Pose202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:080,Pose203,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:120,Pose204,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:160,Pose205,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:200,Pose206,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:240,Pose207,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:280,Pose208,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:320,Pose209,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:360,Pose210,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:400,Pose211,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:440,Pose212,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:480,Pose213,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:520,Pose214,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:560,Pose215,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:600,Pose216,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
00:08:640,Pose217,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
